ID	Freq	Len	Word
[1183]	91	1	遗	
[1184]	8	1	仗	
[1185]	22	1	裘	
[1186]	221	1	身	
[1187]	20	1	政	
[1188]	39	1	养	
[1189]	20	1	体	
[1190]	73	1	皆	
[1191]	16	1	顺	
[1192]	87	1	短	
[1193]	41	1	牵	
[1194]	128	1	许	
[1195]	135	1	立	
[1196]	22	1	艇	
[1197]	25	1	推	
[1198]	23	1	篷	
[1199]	186	1	断	
[1200]	57	1	蓬	
[1201]	71	1	飘	
[1202]	29	1	热	
[1203]	50	1	奈	
[1204]	27	1	致	
[1205]	22	1	爽	
[1206]	22	1	柯	
[1207]	30	1	工	
[1208]	49	1	遍	
[1209]	23	1	柔	
[1210]	52	1	踏	
[1211]	48	1	喧	
[1212]	26	1	陌	
[1213]	48	1	举	
[1214]	7	1	婿	
[1215]	54	1	泛	
[1216]	52	1	淮	
[1217]	23	1	闺	
[1218]	66	1	师	
[1219]	11	1	铭	
[1220]	85	1	说	
[1221]	19	1	伊	
[1222]	38	1	惭	
[1223]	32	1	苏	
[1224]	28	1	置	
[1225]	15	1	简	
[1226]	3	1	牍	
[1227]	35	1	予	
[1228]	7	1	慵	
[1229]	80	1	劳	
[1230]	15	1	汗	
[1231]	20	1	昆	
[1232]	17	1	涨	
[1233]	4	1	瞩	
[1234]	20	1	虞	
[1235]	16	1	旌	
[1236]	58	1	墨	
[1237]	3	1	娉	
[1238]	5	1	婷	
[1239]	37	1	代	
[1240]	28	1	藜	
[1241]	19	1	莽	
[1242]	9	1	疲	
[1243]	94	1	病	
[1244]	2	1	荏	
[1245]	8	1	胥	
[1246]	22	1	龟	
[1247]	5	1	哥	
[1248]	6	1	吉	
[1249]	65	1	李	
[1250]	39	1	姿	
[1251]	12	1	陪	
[1252]	49	1	携	
[1253]	24	1	宛	
[1254]	4	1	杼	
[1255]	21	1	己	
[1256]	99	1	敢	
[1257]	51	1	催	
[1258]	58	1	齐	
[1259]	19	1	着	
[1260]	17	1	瓦	
[1261]	17	1	盆	
[1262]	3	1	轴	
[1263]	57	1	桐	
[1264]	31	1	柏	
[1265]	60	1	避	
[1266]	5	1	闹	
[1267]	13	1	违	
[1268]	32	1	懒	
[1269]	4	1	诮	
[1270]	135	1	关	
[1271]	73	1	原	
[1272]	2	1	隰	
[1273]	35	1	丽	
[1274]	65	1	积	
[1275]	2	1	枚	
[1276]	15	1	欠	
[1277]	8	1	伸	
[1278]	49	1	芦	
[1279]	145	1	连	
[1280]	75	1	净	
[1281]	32	1	商	
[1282]	41	1	绮	
[1283]	48	1	密	
[1284]	6	1	仑	
[1285]	9	1	剖	
[1286]	8	1	么	
[1287]	4	1	讨	
[1288]	3	1	瑕	
[1289]	34	1	弃	
[1290]	20	1	谋	
[1291]	36	1	计	
[1292]	20	1	祖	
[1293]	55	1	舍	
[1294]	13	1	溅	
[1295]	222	1	翠	
[1296]	40	1	琼	
[1297]	67	1	盈	
[1298]	73	1	异	
[1299]	26	1	刘	
[1300]	7	1	释	
[1301]	35	1	义	
[1302]	5	1	潘	
[1303]	5	1	议	
[1304]	54	1	谈	
[1305]	13	1	躯	
[1306]	8	1	炼	
[1307]	78	1	朱	
[1308]	73	1	迹	
[1309]	33	1	藕	
[1310]	40	1	既	
[1311]	38	1	鸳	
[1312]	34	1	鸯	
[1313]	23	1	茎	
[1314]	101	1	六	
[1315]	139	1	宫	
[1316]	29	1	献	
[1317]	47	1	沉	
[1318]	53	1	钩	
[1319]	4	1	醮	
[1320]	29	1	甲	
[1321]	10	1	刹	
[1322]	24	1	遮	
[1323]	88	1	钟	
[1324]	39	1	翩	
[1325]	9	1	幡	
[1326]	18	1	薜	
[1327]	16	1	朔	
[1328]	15	1	劲	
[1329]	8	1	漆	
[1330]	2	1	尅	
[1331]	49	1	精	
[1332]	3	1	祛	
[1333]	24	1	翼	
[1334]	7	1	粒	
[1335]	46	1	买	
[1336]	60	1	英	
[1337]	88	1	茅	
[1338]	64	1	扶	
[1339]	11	1	整	
[1340]	27	1	葛	
[1341]	17	1	麻	
[1342]	29	1	姑	
[1343]	16	1	袂	
[1344]	24	1	米	
[1345]	9	1	煌	
[1346]	6	1	蕖	
[1347]	23	1	承	
[1348]	2	1	拒	
[1349]	13	1	姬	
[1350]	25	1	冲	
[1351]	22	1	槎	
[1352]	45	1	命	
[1353]	41	1	荣	
[1354]	22	1	悴	
[1355]	36	1	磨	
[1356]	71	1	剑	
[1357]	10	1	斲	
[1358]	88	1	琴	
[1359]	18	1	屐	
[1360]	28	1	齿	
[1361]	15	1	滑	
[1362]	15	1	缀	
[1363]	8	1	漙	
[1364]	19	1	涌	
[1365]	9	1	案	
[1366]	64	1	桑	
[1367]	28	1	株	
[1368]	55	1	八	
[1369]	12	1	央	
[1370]	128	1	迟	
[1371]	10	1	屯	
[1372]	3	1	悉	
[1373]	69	1	诸	
[1374]	8	1	蠹	
[1375]	11	1	晒	
[1376]	16	1	偃	
[1377]	66	1	个	
[1378]	34	1	农	
[1379]	3	1	舠	
[1380]	14	1	陂	
[1381]	78	1	源	
[1382]	57	1	也	
[1383]	133	1	画	
[1384]	3	1	朦	
[1385]	5	1	胧	
[1386]	37	1	俯	
[1387]	46	1	仰	
[1388]	34	1	陈	
[1389]	19	1	戍	
[1390]	72	1	团	
[1391]	14	1	绡	
[1392]	52	1	写	
[1393]	40	1	蝉	
[1394]	32	1	雀	
[1395]	43	1	炎	
[1396]	22	1	掌	
[1397]	10	1	握	
[1398]	6	1	鹂	
[1399]	5	1	吃	
[1400]	29	1	刻	
[1401]	23	1	翔	
[1402]	28	1	冻	
[1403]	33	1	暝	
[1404]	19	1	筇	
[1405]	13	1	麋	
[1406]	28	1	打	
[1407]	160	1	先	
[1408]	32	1	业	
[1409]	59	1	读	
[1410]	15	1	私	
[1411]	3	1	谥	
[1412]	78	1	放	
[1413]	10	1	茸	
[1414]	26	1	郊	
[1415]	23	1	界	
[1416]	2	1	漕	
[1417]	33	1	号	
[1418]	37	1	势	
[1419]	24	1	忙	
[1420]	13	1	患	
[1421]	4	1	邂	
[1422]	4	1	逅	
[1423]	34	1	善	
[1424]	2	1	攻	
[1425]	19	1	区	
[1426]	19	1	煮	
[1427]	17	1	灌	
[1428]	44	1	染	
[1429]	28	1	斑	
[1430]	40	1	梧	
[1431]	84	1	斗	
[1432]	67	1	床	
[1433]	18	1	探	
[1434]	66	1	棹	
[1435]	25	1	赖	
[1436]	14	1	炯	
[1437]	5	1	蜕	
[1438]	60	1	堕	
[1439]	19	1	儒	
[1440]	40	1	倦	
[1441]	69	1	甘	
[1442]	4	1	穰	
[1443]	19	1	凰	
[1444]	7	1	狼	
[1445]	71	1	秦	
[1446]	11	1	崇	
[1447]	5	1	冤	
[1448]	13	1	吊	
[1449]	16	1	耻	
[1450]	18	1	帐	
[1451]	7	1	泄	
[1452]	12	1	旁	
[1453]	17	1	挟	
[1454]	28	1	肉	
[1455]	6	1	脸	
[1456]	3	1	例	
[1457]	10	1	模	
[1458]	94	1	字	
[1459]	26	1	虫	
[1460]	22	1	坠	
[1461]	4	1	烬	
[1462]	8	1	筒	
[1463]	21	1	捲	
[1464]	13	1	绳	
[1465]	42	1	栏	
[1466]	124	1	紫	
[1467]	22	1	玕	
[1468]	105	1	亲	
[1469]	24	1	服	
[1470]	30	1	莱	
[1471]	37	1	戏	
[1472]	38	1	赋	
[1473]	57	1	招	
[1474]	4	1	滟	
[1475]	2	1	铄	
[1476]	7	1	帚	
[1477]	18	1	夹	
[1478]	35	1	误	
[1479]	6	1	评	
[1480]	12	1	拄	
[1481]	16	1	提	
[1482]	64	1	沧	
[1483]	69	1	醒	
[1484]	37	1	濯	
[1485]	13	1	缨	
[1486]	35	1	驾	
[1487]	20	1	敬	
[1488]	26	1	刺	
[1489]	9	1	巉	
[1490]	20	1	藓	
[1491]	61	1	童	
[1492]	28	1	渊	
[1493]	3	1	勉	
[1494]	26	1	切	
[1495]	37	1	民	
[1496]	34	1	社	
[1497]	10	1	幻	
[1498]	17	1	绛	
[1499]	111	1	载	
[1500]	19	1	话	
[1501]	3	1	芗	
[1502]	22	1	否	
[1503]	38	1	笋	
[1504]	5	1	册	
[1505]	8	1	嵩	
[1506]	5	1	芥	
[1507]	44	1	孝	
[1508]	17	1	慈	
[1509]	11	1	霰	
[1510]	3	1	璀	
[1511]	87	1	偏	
[1512]	2	1	寮	
[1513]	11	1	梵	
[1514]	33	1	杏	
[1515]	16	1	蚕	
[1516]	75	1	德	
[1517]	49	1	章	
[1518]	10	1	鲤	
[1519]	125	1	兰	
[1520]	3	1	荑	
[1521]	20	1	贞	
[1522]	84	1	宁	
[1523]	21	1	匹	
[1524]	21	1	增	
[1525]	4	1	螭	
[1526]	257	1	气	
[1527]	5	1	截	
[1528]	6	1	浇	
[1529]	8	1	穹	
[1530]	14	1	建	
[1531]	20	1	敲	
[1532]	14	1	割	
[1533]	24	1	鳞	
[1534]	15	1	输	
[1535]	66	1	梁	
[1536]	21	1	祠	
[1537]	24	1	荐	
[1538]	2	1	牲	
[1539]	4	1	酤	
[1540]	50	1	愧	
[1541]	11	1	赴	
[1542]	34	1	约	
[1543]	37	1	怅	
[1544]	23	1	领	
[1545]	81	1	消	
[1546]	3	1	嵇	
[1547]	16	1	巨	
[1548]	21	1	烧	
[1549]	3	1	爆	
[1550]	16	1	椒	
[1551]	13	1	健	
[1552]	10	1	预	
[1553]	66	1	莺	
[1554]	13	1	笙	
[1555]	28	1	鸾	
[1556]	19	1	悔	
[1557]	14	1	梳	
[1558]	6	1	告	
[1559]	67	1	母	
[1560]	53	1	父	
[1561]	19	1	愚	
[1562]	3	1	跋	
[1563]	22	1	涉	
[1564]	32	1	途	
[1565]	14	1	困	
[1566]	15	1	店	
[1567]	36	1	末	
[1568]	31	1	利	
[1569]	56	1	潭	
[1570]	31	1	零	
[1571]	14	1	鹅	
[1572]	16	1	纨	
[1573]	28	1	奉	
[1574]	116	1	结	
[1575]	58	1	贵	
[1576]	53	1	澹	
[1577]	4	1	菩	
[1578]	9	1	祥	
[1579]	2	1	畛	
[1580]	90	1	通	
[1581]	2	1	佺	
[1582]	12	1	软	
[1583]	99	1	薄	
[1584]	18	1	缓	
[1585]	6	1	韦	
[1586]	37	1	杜	
[1587]	16	1	晦	
[1588]	6	1	恒	
[1589]	15	1	魄	
[1590]	21	1	季	
[1591]	15	1	妻	
[1592]	2	1	嫂	
[1593]	20	1	欺	
[1594]	9	1	篆	
[1595]	15	1	研	
[1596]	21	1	瓶	
[1597]	35	1	累	
[1598]	51	1	任	
[1599]	3	1	距	
[1600]	40	1	第	
[1601]	22	1	质	
[1602]	3	1	寘	
[1603]	2	1	帙	
[1604]	14	1	岛	
[1605]	66	1	茫	
[1606]	2	1	矰	
[1607]	19	1	吠	
[1608]	8	1	莎	
[1609]	29	1	猎	
[1610]	25	1	兔	
[1611]	25	1	乳	
[1612]	19	1	亩	
[1613]	7	1	箧	
[1614]	21	1	恰	
[1615]	11	1	祸	
[1616]	6	1	胎	
[1617]	27	1	洁	
[1618]	50	1	浓	
[1619]	88	1	罗	
[1620]	10	1	绪	
[1621]	38	1	周	
[1622]	13	1	叩	
[1623]	40	1	再	
[1624]	19	1	厚	
[1625]	68	1	渐	
[1626]	27	1	禁	
[1627]	11	1	鹃	
[1628]	21	1	换	
[1629]	8	1	帖	
[1630]	3	1	缯	
[1631]	40	1	巧	
[1632]	19	1	谩	
[1633]	62	1	丈	
[1634]	5	1	缣	
[1635]	27	1	宴	
[1636]	8	1	晶	
[1637]	13	1	拍	
[1638]	6	1	岷	
[1639]	37	1	峨	
[1640]	2	1	澒	
[1641]	5	1	桴	
[1642]	45	1	徒	
[1643]	23	1	击	
[1644]	15	1	挺	
[1645]	2	1	猱	
[1646]	11	1	雉	
[1647]	49	1	羊	
[1648]	8	1	曰	
[1649]	11	1	混	
[1650]	24	1	牧	
[1651]	36	1	索	
[1652]	35	1	寞	
[1653]	13	1	酸	
[1654]	31	1	唐	
[1655]	32	1	犬	
[1656]	51	1	称	
[1657]	75	1	贤	
[1658]	120	1	且	
[1659]	38	1	富	
[1660]	75	1	要	
[1661]	41	1	贫	
[1662]	13	1	尧	
[1663]	16	1	舜	
[1664]	67	1	篱	
[1665]	33	1	固	
[1666]	9	1	猗	
[1667]	18	1	操	
[1668]	7	1	夭	
[1669]	43	1	彼	
[1670]	11	1	棘	
[1671]	8	1	茨	
[1672]	7	1	麓	
[1673]	28	1	丁	
[1674]	17	1	伐	
[1675]	13	1	墟	
[1676]	7	1	员	
[1677]	5	1	优	
[1678]	4	1	署	
[1679]	56	1	土	
[1680]	38	1	嘉	
[1681]	24	1	县	
[1682]	56	1	停	
[1683]	14	1	飒	
[1684]	62	1	昼	
[1685]	4	1	沚	
[1686]	21	1	苹	
[1687]	7	1	褰	
[1688]	48	1	盖	
[1689]	15	1	欣	
[1690]	2	1	队	
[1691]	10	1	撼	
[1692]	23	1	萍	
[1693]	6	1	鲸	
[1694]	20	1	驴	
[1695]	5	1	技	
[1696]	4	1	骇	
[1697]	17	1	痛	
[1698]	22	1	磬	
[1699]	14	1	互	
[1700]	39	1	澄	
[1701]	60	1	秀	
[1702]	7	1	辘	
[1703]	7	1	轳	
[1704]	12	1	错	
[1705]	12	1	纯	
[1706]	13	1	戈	
[1707]	37	1	鹊	
[1708]	11	1	噪	
[1709]	5	1	训	
[1710]	7	1	狐	
[1711]	4	1	灾	
[1712]	7	1	麟	
[1713]	6	1	羸	
[1714]	2	1	龁	
[1715]	6	1	筋	
[1716]	12	1	派	
[1717]	12	1	挹	
[1718]	6	1	秖	
[1719]	7	1	赞	
[1720]	4	1	褒	
[1721]	17	1	簇	
[1722]	46	1	洛	
[1723]	17	1	希	
[1724]	17	1	阵	
[1725]	44	1	穿	
[1726]	17	1	翅	
[1727]	53	1	赠	
[1728]	2	1	玦	
[1729]	28	1	囊	
[1730]	20	1	迁	
[1731]	5	1	芟	
[1732]	27	1	芜	
[1733]	23	1	媚	
[1734]	28	1	态	
[1735]	9	1	盟	
[1736]	6	1	苎	
[1737]	3	1	敖	
[1738]	5	1	煦	
[1739]	59	1	檐	
[1740]	6	1	篮	
[1741]	23	1	舆	
[1742]	18	1	融	
[1743]	28	1	枫	
[1744]	19	1	诵	
[1745]	4	1	戚	
[1746]	57	1	骑	
[1747]	8	1	偕	
[1748]	37	1	托	
[1749]	2	1	懦	
[1750]	5	1	愤	
[1751]	2	1	喃	
[1752]	34	1	总	
[1753]	5	1	釭	
[1754]	39	1	漏	
[1755]	57	1	永	
[1756]	26	1	耿	
[1757]	28	1	岚	
[1758]	17	1	炊	
[1759]	10	1	彤	
[1760]	5	1	墀	
[1761]	31	1	辉	
[1762]	4	1	诞	
[1763]	19	1	免	
[1764]	13	1	讵	
[1765]	26	1	遂	
[1766]	11	1	嬉	
[1767]	5	1	琪	
[1768]	36	1	饭	
[1769]	12	1	设	
[1770]	4	1	辙	
[1771]	23	1	认	
[1772]	6	1	霓	
[1773]	20	1	孔	
[1774]	7	1	隆	
[1775]	20	1	昌	
[1776]	3	1	蘅	
[1777]	10	1	倩	
[1778]	39	1	军	
[1779]	3	1	嬖	
[1780]	59	1	殿	
[1781]	6	1	炷	
[1782]	17	1	廊	
[1783]	15	1	侍	
[1784]	9	1	示	
[1785]	3	1	絜	
[1786]	4	1	矩	
[1787]	9	1	庸	
[1788]	2	1	䌹	
[1789]	4	1	奠	
[1790]	5	1	岧	
[1791]	25	1	营	
[1792]	55	1	尊	
[1793]	17	1	庶	
[1794]	4	1	僚	
[1795]	2	1	刊	
[1796]	11	1	傲	
[1797]	23	1	棋	
[1798]	24	1	注	
[1799]	35	1	鹭	
[1800]	5	1	衍	
[1801]	12	1	圃	
[1802]	17	1	旗	
[1803]	9	1	骖	
[1804]	74	1	忍	
[1805]	3	1	苜	
[1806]	3	1	蓿	
[1807]	10	1	榆	
[1808]	24	1	驿	
[1809]	12	1	仅	
[1810]	3	1	划	
[1811]	3	1	塍	
[1812]	4	1	叱	
[1813]	40	1	陶	
[1814]	22	1	彭	
[1815]	11	1	伫	
[1816]	29	1	潜	
[1817]	16	1	虬	
[1818]	6	1	孕	
[1819]	4	1	沌	
[1820]	5	1	窍	
[1821]	17	1	泻	
[1822]	10	1	液	
[1823]	16	1	络	
[1824]	42	1	袅	
[1825]	4	1	缰	
[1826]	27	1	萤	
[1827]	2	1	弇	
[1828]	3	1	订	
[1829]	13	1	顽	
[1830]	20	1	毋	
[1831]	33	1	踪	
[1832]	39	1	拥	
[1833]	8	1	蘧	
[1834]	9	1	贮	
[1835]	7	1	蘸	
[1836]	2	1	巽	
[1837]	27	1	练	
[1838]	2	1	滃	
[1839]	13	1	沐	
[1840]	11	1	缆	
[1841]	2	1	沥	
[1842]	36	1	拜	
[1843]	13	1	街	
[1844]	7	1	陋	
[1845]	2	1	柑	
[1846]	13	1	颗	
[1847]	2	1	述	
[1848]	3	1	砻	
[1849]	17	1	词	
[1850]	9	1	肌	
[1851]	5	1	腻	
[1852]	10	1	匀	
[1853]	17	1	乔	
[1854]	27	1	履	
[1855]	3	1	拿	
[1856]	11	1	昧	
[1857]	5	1	媒	
[1858]	5	1	贡	
[1859]	13	1	阮	
[1860]	22	1	卜	
[1861]	34	1	羡	
[1862]	5	1	职	
[1863]	12	1	尉	
[1864]	35	1	兼	
[1865]	19	1	祝	
[1866]	5	1	椿	
[1867]	6	1	芹	
[1868]	4	1	缪	
[1869]	23	1	忠	
[1870]	42	1	倒	
[1871]	21	1	请	
[1872]	15	1	魏	
[1873]	32	1	阙	
[1874]	7	1	夔	
[1875]	4	1	瓣	
[1876]	23	1	跨	
[1877]	25	1	虹	
[1878]	5	1	俨	
[1879]	7	1	峙	
[1880]	48	1	止	
[1881]	21	1	鼻	
[1882]	8	1	翘	
[1883]	18	1	桡	
[1884]	39	1	锁	
[1885]	10	1	棱	
[1886]	8	1	迸	
[1887]	42	1	铁	
[1888]	9	1	溶	
[1889]	69	1	菊	
[1890]	13	1	耐	
[1891]	22	1	庄	
[1892]	10	1	溟	
[1893]	15	1	沟	
[1894]	3	1	■	
[1895]	17	1	薪	
[1896]	5	1	琐	
[1897]	3	1	啜	
[1898]	12	1	隅	
[1899]	5	1	粥	
[1900]	4	1	盂	
[1901]	27	1	岫	
[1902]	26	1	鸦	
[1903]	16	1	奏	
[1904]	3	1	杆	
[1905]	31	1	迢	
[1906]	5	1	递	
[1907]	11	1	剧	
[1908]	2	1	鹁	
[1909]	14	1	鸠	
[1910]	2	1	竦	
[1911]	24	1	兀	
[1912]	2	1	恁	
[1913]	10	1	蠡	
[1914]	9	1	莹	
[1915]	21	1	塔	
[1916]	18	1	槐	
[1917]	16	1	羁	
[1918]	10	1	纫	
[1919]	2	1	涔	
[1920]	19	1	腊	
[1921]	11	1	科	
[1922]	26	1	膝	
[1923]	6	1	圭	
[1924]	24	1	惆	
[1925]	5	1	姊	
[1926]	3	1	妹	
[1927]	37	1	窥	
[1928]	8	1	瀛	
[1929]	11	1	循	
[1930]	39	1	趣	
[1931]	32	1	坞	
[1932]	3	1	碾	
[1933]	38	1	羞	
[1934]	3	1	俦	
[1935]	8	1	碗	
[1936]	35	1	轮	
[1937]	4	1	搆	
[1938]	17	1	逸	
[1939]	5	1	豳	
[1940]	13	1	稽	
[1941]	11	1	继	
[1942]	15	1	娱	
[1943]	27	1	痴	
[1944]	11	1	辈	
[1945]	16	1	扑	
[1946]	8	1	蘼	
[1947]	42	1	战	
[1948]	22	1	袍	
[1949]	12	1	樾	
[1950]	4	1	砺	
[1951]	13	1	巡	
[1952]	3	1	铓	
[1953]	15	1	般	
[1954]	14	1	藉	
[1955]	5	1	鬟	
[1956]	65	1	宝	
[1957]	4	1	憨	
[1958]	14	1	暇	
[1959]	5	1	饰	
[1960]	18	1	助	
[1961]	20	1	浸	
[1962]	11	1	茧	
[1963]	29	1	霁	
[1964]	2	1	甜	
[1965]	50	1	唯	
[1966]	17	1	峭	
[1967]	6	1	租	
[1968]	28	1	悟	
[1969]	11	1	寡	
[1970]	5	1	厥	
[1971]	6	1	繇	
[1972]	24	1	籁	
[1973]	8	1	窦	
[1974]	18	1	臂	
[1975]	3	1	�	
[1976]	12	1	��	
[1977]	25	1	候	
[1978]	4	1	丫	
[1979]	7	1	撑	
[1980]	3	1	懿	
[1981]	8	1	樊	
[1982]	10	1	啭	
[1983]	12	1	钗	
[1984]	8	1	究	
[1985]	5	1	欤	
[1986]	72	1	而	
[1987]	86	1	壁	
[1988]	11	1	蝴	
[1989]	8	1	揽	
[1990]	8	1	慢	
[1991]	11	1	拨	
[1992]	41	1	披	
[1993]	20	1	稍	
[1994]	11	1	帏	
[1995]	10	1	擘	
[1996]	16	1	透	
[1997]	18	1	锡	
[1998]	11	1	斩	
[1999]	3	1	麒	
[2000]	26	1	默	
[2001]	17	1	羲	
[2002]	2	1	娶	
[2003]	5	1	筝	
[2004]	16	1	憔	
[2005]	43	1	众	
[2006]	32	1	鼎	
[2007]	2	1	鼐	
[2008]	5	1	甫	
[2009]	22	1	排	
[2010]	7	1	阊	
[2011]	7	1	阖	
[2012]	2	1	馺	
[2013]	10	1	娑	
[2014]	10	1	诏	
[2015]	2	1	璞	
[2016]	5	1	茁	
[2017]	17	1	滋	
[2018]	21	1	骚	
[2019]	10	1	畹	
[2020]	12	1	馨	
[2021]	8	1	充	
[2022]	25	1	坡	
[2023]	63	1	孙	
[2024]	6	1	濡	
[2025]	9	1	诉	
[2026]	5	1	蚌	
[2027]	3	1	儱	
[2028]	3	1	侗	
[2029]	23	1	类	
[2030]	3	1	槌	
[2031]	18	1	卫	
[2032]	4	1	霍	
[2033]	20	1	岑	
[2034]	14	1	的	
[2035]	18	1	曙	
[2036]	7	1	装	
[2037]	3	1	遑	
[2038]	3	1	膳	
[2039]	43	1	嫌	
[2040]	4	1	诛	
[2041]	8	1	佐	
[2042]	50	1	雷	
[2043]	2	1	旃	
[2044]	18	1	拙	
[2045]	54	1	竿	
[2046]	20	1	蟾	
[2047]	22	1	活	
[2048]	5	1	烙	
[2049]	10	1	曳	
[2050]	4	1	颈	
[2051]	17	1	印	
[2052]	43	1	吏	
[2053]	11	1	悦	
[2054]	16	1	匣	
[2055]	10	1	翰	
[2056]	4	1	罍	
[2057]	27	1	占	
[2058]	4	1	驼	
[2059]	4	1	糜	
[2060]	2	1	潼	
[2061]	9	1	骏	
[2062]	2	1	骁	
[2063]	19	1	腾	
[2064]	36	1	冉	
[2065]	18	1	涓	
[2066]	16	1	抛	
[2067]	13	1	荻	
[2068]	17	1	黍	
[2069]	8	1	唇	
[2070]	26	1	鲜	
[2071]	45	1	冬	
[2072]	18	1	快	
[2073]	20	1	编	
[2074]	6	1	杰	
[2075]	3	1	侪	
[2076]	5	1	矮	
[2077]	4	1	奸	
[2078]	13	1	咽	
[2079]	6	1	拖	
[2080]	32	1	祇	
[2081]	6	1	瞒	
[2082]	16	1	稚	
[2083]	14	1	宣	
[2084]	22	1	貌	
[2085]	16	1	答	
[2086]	31	1	护	
[2087]	37	1	衔	
[2088]	19	1	霖	
[2089]	4	1	裤	
[2090]	6	1	讥	
[2091]	3	1	芊	
[2092]	31	1	篁	
[2093]	31	1	娟	
[2094]	8	1	播	
[2095]	7	1	酷	
[2096]	7	1	脆	
[2097]	13	1	稳	
[2098]	8	1	贴	
[2099]	21	1	激	
[2100]	10	1	湍	
[2101]	10	1	濠	
[2102]	8	1	岌	
[2103]	8	1	茆	
[2104]	4	1	磊	
[2105]	6	1	涴	
[2106]	7	1	黏	
[2107]	5	1	漉	
[2108]	21	1	单	
[2109]	6	1	楸	
[2110]	18	1	菰	
[2111]	18	1	鞍	
[2112]	38	1	强	
[2113]	65	1	肠	
[2114]	7	1	竺	
[2115]	4	1	贬	
[2116]	20	1	泰	
[2117]	2	1	吕	
[2118]	9	1	厓	
[2119]	8	1	妄	
[2120]	2	1	懵	
[2121]	6	1	刑	
[2122]	7	1	狱	
[2123]	19	1	苗	
[2124]	8	1	笥	
[2125]	12	1	廉	
[2126]	6	1	董	
[2127]	10	1	器	
[2128]	3	1	亿	
[2129]	12	1	劫	
[2130]	54	1	变	
[2131]	36	1	驱	
[2132]	28	1	迥	
[2133]	24	1	逾	
[2134]	12	1	彷	
[2135]	33	1	聚	
[2136]	28	1	榻	
[2137]	45	1	墙	
[2138]	27	1	槛	
[2139]	16	1	浊	
[2140]	87	1	牛	
[2141]	18	1	旬	
[2142]	3	1	绯	
[2143]	12	1	罪	
[2144]	15	1	威	
[2145]	24	1	补	
[2146]	7	1	贺	
[2147]	4	1	诘	
[2148]	5	1	酴	
[2149]	5	1	醾	
[2150]	22	1	架	
[2151]	28	1	果	
[2152]	12	1	运	
[2153]	9	1	洋	
[2154]	7	1	掬	
[2155]	19	1	摧	
[2156]	5	1	沫	
[2157]	30	1	穴	
[2158]	7	1	挑	
[2159]	3	1	挈	
[2160]	2	1	替	
[2161]	31	1	栽	
[2162]	14	1	范	
[2163]	19	1	陆	
[2164]	10	1	现	
[2165]	33	1	篇	
[2166]	2	1	忻	
[2167]	25	1	鞭	
[2168]	12	1	蓼	
[2169]	6	1	蓠	
[2170]	32	1	济	
[2171]	15	1	骄	
[2172]	22	1	瓜	
[2173]	7	1	驯	
[2174]	14	1	扣	
[2175]	19	1	砂	
[2176]	16	1	洪	
[2177]	4	1	囷	
[2178]	14	1	标	
[2179]	8	1	幌	
[2180]	22	1	冢	
[2181]	2	1	苫	
[2182]	97	1	□	
[2183]	12	1	谨	
[2184]	17	1	濛	
[2185]	27	1	乍	
[2186]	16	1	翡	
[2187]	29	1	渴	
[2188]	19	1	梨	
[2189]	8	1	楹	
[2190]	21	1	铺	
[2191]	4	1	俎	
[2192]	17	1	辇	
[2193]	23	1	觞	
[2194]	12	1	坎	
[2195]	4	1	挝	
[2196]	41	1	鼓	
[2197]	8	1	判	
[2198]	20	1	刚	
[2199]	9	1	嗔	
[2200]	26	1	场	
[2201]	7	1	备	
[2202]	6	1	烨	
[2203]	9	1	皮	
[2204]	4	1	颍	
[2205]	5	1	眇	
[2206]	18	1	庙	
[2207]	5	1	刍	
[2208]	6	1	藁	
[2209]	5	1	证	
[2210]	3	1	耘	
[2211]	15	1	帽	
[2212]	24	1	插	
[2213]	44	1	炉	
[2214]	9	1	纳	
[2215]	4	1	濂	
[2216]	11	1	衢	
[2217]	6	1	亘	
[2218]	2	1	喔	
[2219]	4	1	皱	
[2220]	2	1	琯	
[2221]	4	1	寤	
[2222]	11	1	漱	
[2223]	16	1	漪	
[2224]	3	1	斫	
[2225]	14	1	斧	
[2226]	10	1	兽	
[2227]	2	1	弭	
[2228]	5	1	葩	
[2229]	7	1	敷	
[2230]	32	1	哀	
[2231]	3	1	癯	
[2232]	5	1	赓	
[2233]	26	1	拟	
[2234]	6	1	辋	
[2235]	12	1	较	
[2236]	17	1	窈	
[2237]	11	1	窕	
[2238]	13	1	斛	
[2239]	9	1	拈	
[2240]	3	1	�	
[2241]	19	1	弱	
[2242]	37	1	杳	
[2243]	18	1	鲁	
[2244]	20	1	蛮	
[2245]	31	1	险	
[2246]	11	1	禹	
[2247]	28	1	凿	
[2248]	3	1	匕	
[2249]	36	1	遣	
[2250]	20	1	棠	
[2251]	12	1	骊	
[2252]	3	1	撒	
[2253]	17	1	嫩	
[2254]	11	1	挽	
[2255]	4	1	滕	
[2256]	10	1	叔	
[2257]	9	1	蛱	
[2258]	10	1	憩	
[2259]	14	1	款	
[2260]	8	1	段	
[2261]	4	1	权	
[2262]	5	1	黠	
[2263]	8	1	校	
[2264]	4	1	峣	
[2265]	3	1	栉	
[2266]	11	1	损	
[2267]	9	1	浙	
[2268]	9	1	颓	
[2269]	8	1	按	
[2270]	5	1	诡	
[2271]	33	1	御	
